Id_Parking,Id_Location,Id_Equipment,TransactionId,TransactionDateStamp,TransactionTimeStamp,TransactionType,TransactionError,TransactionDate,TransactionTime,TicketNumber,Amount,TicketType,CardNumber,SubNumber,PreviousStationAddress,Tariff,RegionCode,Parking,PaymentMethod,IdCashier,IdShift,T2Status,T2RegionCode,T2Parking,T2Date,T2Time,T2Neutral,T2Paid,T2InPark,T2AmountStatus,T2Amount,T2StationAdddress,ValidationIndex,xmlexport,bWithTransExtension,iIdentificationCardType,lActionNumber,sLicencePlateNumber
2,7,1,7064,3/5/2026,11:47:55,33,0,3/5/2026,9:06:55,241069004,450,0,241069004,0,E24,0,0,30,0,0,0,1,41,30,3/5/2026,9:06:55,0,0,1,1,0,E24,0,,FALSE,1,256550,
2,7,1,7066,3/5/2026,11:48:03,30,0,3/5/2026,9:06:55,241069004,450,0,241069004,0,E24,0,0,30,0,0,0,0,41,30,3/5/2026,9:06:55,0,0,1,0,0,E24,0,,FALSE,1,256550,
2,22,1,4614,3/5/2026,11:48:41,30,0,3/5/2026,12:03:46,241069027,0,0,241069027,0,E24,0,0,30,0,0,0,0,41,30,3/5/2026,12:03:46,0,1,1,0,375,E24,0,,FALSE,1,654949,
2,1,1,3506,3/5/2026,11:49:18,20,0,3/5/2026,11:49:05,221028306,0,0,221028306,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,11:49:05,0,0,1,1,0,E22,0,,FALSE,0,1046590,
2,22,1,4626,3/5/2026,11:51:04,31,26,3/5/2026,9:34:18,241069025,375,0,241069025,0,E24,0,0,30,0,0,0,1,41,30,3/5/2026,9:34:18,0,0,1,1,375,E24,0,,FALSE,1,654950,
2,22,1,4645,3/5/2026,11:51:55,33,0,3/5/2026,9:34:18,241069025,375,0,241069025,0,E24,0,0,30,13,0,0,1,41,30,3/5/2026,9:34:18,0,0,0,1,375,A24,0,,FALSE,1,654952,
2,22,1,4647,3/5/2026,11:52:00,30,0,3/5/2026,9:34:18,241069025,375,0,241069025,0,E24,0,0,30,0,0,0,0,41,30,3/5/2026,9:34:18,0,0,0,0,375,A24,0,,FALSE,1,654952,
2,4,1,1912,3/5/2026,11:52:32,20,0,3/5/2026,11:52:24,241069053,0,0,241069053,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,11:52:24,0,0,1,1,0,E24,0,,FALSE,0,1733032,
2,4,1,1919,3/5/2026,11:53:05,20,0,3/5/2026,11:52:58,241069054,0,0,241069054,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,11:52:58,0,0,1,1,0,E24,0,,FALSE,0,1733034,
2,1,1,3510,3/5/2026,11:53:41,20,0,3/5/2026,11:53:32,221028307,0,0,221028307,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,11:53:32,0,0,1,1,0,E22,0,,FALSE,0,1046591,
2,6,1,7439,3/5/2026,11:53:48,33,0,3/5/2026,8:19:31,221028206,600,0,221028206,0,E22,0,0,30,13,0,0,1,41,30,3/5/2026,8:19:31,0,0,0,1,600,A22,0,,FALSE,1,476454,
2,6,1,7441,3/5/2026,11:53:52,30,0,3/5/2026,8:19:31,221028206,600,0,221028206,0,E22,0,0,30,0,0,0,0,41,30,3/5/2026,8:19:31,0,0,0,0,600,A22,0,,FALSE,1,476454,
2,32,1,2235,3/5/2026,11:55:38,40,0,3/5/2026,7:58:52,241068975,600,0,241068975,0,E24,0,0,30,13,0,0,0,41,30,3/5/2026,12:15:52,0,1,1,0,600,E24,0,,FALSE,1,18637,
2,22,1,4666,3/5/2026,11:55:43,30,0,3/5/2026,8:54:41,221028244,450,0,221028244,0,E22,0,0,30,0,0,0,0,41,30,3/5/2026,8:54:41,0,0,0,0,450,A24,0,,FALSE,1,654953,
2,22,1,4668,3/5/2026,11:55:43,33,0,3/5/2026,8:54:41,221028244,450,0,221028244,0,E22,0,0,30,13,0,0,1,41,30,3/5/2026,8:54:41,0,0,0,1,450,A24,0,,FALSE,1,654953,
2,7,1,7083,3/5/2026,11:56:21,33,0,3/5/2026,9:05:11,241069003,450,0,241069003,0,E24,0,0,30,13,0,0,1,41,30,3/5/2026,9:05:11,0,0,0,1,450,A23,0,,FALSE,1,256551,
2,4,1,7242,3/3/2026,7:20:36,20,0,3/3/2026,7:20:33,241068419,0,0,241068419,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,7:20:33,0,0,1,0,0,E24,0,,FALSE,2,1731784,
2,4,1,7250,3/3/2026,7:21:46,20,0,3/3/2026,7:21:43,241068420,0,0,241068420,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,7:21:43,0,0,1,0,0,E24,0,,FALSE,2,1731786,
2,1,1,220,3/3/2026,7:23:07,20,0,3/3/2026,7:23:02,221027558,0,0,221027558,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,7:23:02,0,0,1,0,0,E22,0,,FALSE,2,1045837,
2,1,1,224,3/3/2026,7:23:59,20,0,3/3/2026,7:23:47,221027559,0,0,221027559,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,7:23:47,0,0,1,1,0,E22,0,,FALSE,0,1045838,
2,4,1,7257,3/3/2026,7:24:29,20,0,3/3/2026,7:24:22,241068421,0,0,241068421,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,7:24:22,0,0,1,1,0,E24,0,,FALSE,0,1731788,
2,1,1,300,3/3/2026,7:58:24,20,0,3/3/2026,7:58:19,221027576,0,0,221027576,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,7:58:19,0,0,1,0,0,E22,0,,FALSE,2,1045855,
2,6,1,9192,3/3/2026,7:58:47,30,0,3/1/2026,21:06:36,221027390,0,0,221027390,0,E22,0,0,30,1,0,0,0,41,30,3/1/2026,21:06:36,0,0,1,0,0,A22,0,,FALSE,2,475818,
2,4,1,7264,3/3/2026,7:33:35,20,0,3/3/2026,7:33:27,241068422,0,0,241068422,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,7:33:27,0,0,1,1,0,E24,0,,FALSE,0,1731790,
2,1,1,247,3/3/2026,7:34:11,20,0,3/3/2026,7:34:01,221027564,0,0,221027564,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,7:34:01,0,0,1,1,0,E22,0,,FALSE,0,1045843,
2,22,1,9182,3/3/2026,7:34:39,30,0,3/2/2026,16:45:08,241068326,0,0,241068326,0,E24,0,0,30,1,0,0,0,41,30,3/2/2026,16:45:08,0,0,1,0,0,A24,0,,FALSE,2,654512,
2,1,1,252,3/3/2026,7:37:33,20,0,3/3/2026,7:37:26,221027565,0,0,221027565,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,7:37:26,0,0,1,0,0,E22,0,,FALSE,2,1045844,
2,1,1,257,3/3/2026,7:39:11,20,0,3/3/2026,7:39:05,221027566,0,0,221027566,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,7:39:05,0,0,1,0,0,E22,0,,FALSE,2,1045845,
2,1,1,261,3/3/2026,7:39:21,20,0,3/3/2026,7:39:13,221027567,0,0,221027567,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,7:39:13,0,0,1,1,0,E22,0,,FALSE,0,1045846,
2,6,1,9185,3/3/2026,7:40:01,30,0,3/2/2026,19:53:30,221027523,0,0,221027523,0,E22,0,0,30,1,0,0,0,41,30,3/2/2026,19:53:30,0,0,1,0,0,A22,0,,FALSE,2,475817,
2,4,1,7271,3/3/2026,7:41:53,20,0,3/3/2026,7:41:45,241068423,0,0,241068423,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,7:41:45,0,0,1,1,0,E24,0,,FALSE,0,1731792,
2,1,1,265,3/3/2026,7:42:05,20,0,3/3/2026,7:41:55,221027568,0,0,221027568,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,7:41:55,0,0,1,1,0,E22,0,,FALSE,0,1045847,
2,1,1,269,3/3/2026,7:42:27,20,0,3/3/2026,7:42:18,221027569,0,0,221027569,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,7:42:18,0,0,1,1,0,E22,0,,FALSE,0,1045848,
2,1,1,273,3/3/2026,7:44:47,20,0,3/3/2026,7:44:35,221027570,0,0,221027570,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,7:44:35,0,0,1,1,0,E22,0,,FALSE,0,1045849,
2,1,1,277,3/3/2026,7:46:52,20,0,3/3/2026,7:46:41,221027571,0,0,221027571,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,7:46:41,0,0,1,1,0,E22,0,,FALSE,0,1045850,
2,1,1,282,3/3/2026,7:49:11,20,0,3/3/2026,7:49:07,221027572,0,0,221027572,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,7:49:07,0,0,1,0,0,E22,0,,FALSE,2,1045851,
2,1,1,286,3/3/2026,7:49:30,20,0,3/3/2026,7:49:17,221027573,0,0,221027573,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,7:49:17,0,0,1,1,0,E22,0,,FALSE,0,1045852,
2,4,1,7278,3/3/2026,7:52:02,20,0,3/3/2026,7:51:55,241068424,0,0,241068424,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,7:51:55,0,0,1,1,0,E24,0,,FALSE,0,1731794,
2,22,1,9189,3/3/2026,8:02:58,30,0,3/2/2026,16:23:47,241068323,0,0,241068323,0,E24,0,0,30,1,0,0,0,41,30,3/2/2026,16:23:47,0,0,1,0,0,A24,0,,FALSE,2,654513,
2,1,1,314,3/3/2026,8:03:48,20,0,3/3/2026,8:03:41,221027578,0,0,221027578,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,8:03:41,0,0,1,0,0,E22,0,,FALSE,2,1045858,
2,4,1,7302,3/3/2026,8:04:08,20,0,3/3/2026,8:04:05,241068427,0,0,241068427,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,8:04:05,0,0,1,0,0,E24,0,,FALSE,2,1731800,
2,4,1,7309,3/3/2026,8:04:31,20,0,3/3/2026,8:04:23,241068428,0,0,241068428,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,8:04:23,0,0,1,1,0,E24,0,,FALSE,0,1731802,
2,4,1,7316,3/3/2026,8:04:47,20,0,3/3/2026,8:04:40,241068429,0,0,241068429,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,8:04:40,0,0,1,1,0,E24,0,,FALSE,0,1731804,
2,1,1,319,3/3/2026,8:05:57,20,0,3/3/2026,8:05:52,221027579,0,0,221027579,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,8:05:52,0,0,1,0,0,E22,0,,FALSE,2,1045859,
2,7,1,7085,3/5/2026,11:56:28,30,0,3/5/2026,9:05:11,241069003,450,0,241069003,0,E24,0,0,30,0,0,0,0,41,30,3/5/2026,9:05:11,0,0,0,0,450,A23,0,,FALSE,1,256551,
2,8,1,9796,3/5/2026,11:56:48,40,0,3/5/2026,9:38:10,241069026,375,0,241069026,0,E24,0,0,30,0,0,0,0,41,30,3/5/2026,12:16:10,0,1,1,0,375,E24,0,,FALSE,1,67013,
2,7,1,7091,3/5/2026,11:56:55,30,0,3/5/2026,5:46:17,241068942,0,0,241068942,0,E24,5,0,30,1,0,0,0,41,30,3/5/2026,5:46:13,0,0,1,0,0,A23,0,,FALSE,2,256552,
2,6,1,7458,3/5/2026,11:58:03,33,0,3/5/2026,9:31:41,221028272,375,0,221028272,0,E22,0,0,30,12,0,0,1,41,30,3/5/2026,9:31:41,0,0,0,1,375,A22,0,,FALSE,1,476455,
2,6,1,7460,3/5/2026,11:58:06,30,0,3/5/2026,9:31:41,221028272,375,0,221028272,0,E22,0,0,30,0,0,0,0,41,30,3/5/2026,9:31:41,0,0,0,0,375,A22,0,,FALSE,1,476455,
2,6,1,7466,3/5/2026,11:58:30,30,0,3/5/2026,5:38:17,221028145,0,0,221028145,0,E22,5,0,30,1,0,0,0,41,30,3/5/2026,5:38:13,0,0,1,0,0,A22,0,,FALSE,2,476456,
2,1,1,3514,3/5/2026,11:59:21,20,0,3/5/2026,11:59:11,221028308,0,0,221028308,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,11:59:11,0,0,1,1,0,E22,0,,FALSE,0,1046592,
2,4,1,1926,3/5/2026,11:59:48,20,0,3/5/2026,11:59:40,241069055,0,0,241069055,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,11:59:40,0,0,1,1,0,E24,0,,FALSE,0,1733036,
2,6,1,7474,3/5/2026,11:59:58,30,0,3/5/2026,12:16:10,241069026,0,0,241069026,0,E24,0,0,30,0,0,0,0,41,30,3/5/2026,12:16:10,0,1,1,0,375,E24,0,,FALSE,1,476457,
2,6,1,7480,3/5/2026,12:00:58,30,0,3/5/2026,0:42:51,221028138,0,0,221028138,0,E22,0,0,30,1,0,0,0,41,30,3/5/2026,0:42:51,0,0,1,0,0,A22,0,,FALSE,2,476458,
2,4,1,1933,3/5/2026,12:03:44,20,0,3/5/2026,12:03:36,241069056,0,0,241069056,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,12:03:36,0,0,1,1,0,E24,0,,FALSE,0,1733038,
2,22,1,4681,3/5/2026,12:04:55,30,0,3/5/2026,7:12:47,241068966,0,0,241068966,0,E24,5,0,30,1,0,0,0,41,30,3/5/2026,7:12:43,0,0,1,0,0,A24,0,,FALSE,2,654956,
2,4,1,1940,3/5/2026,12:07:16,20,0,3/5/2026,12:07:04,241069057,0,0,241069057,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,12:07:04,0,0,1,1,0,E24,0,,FALSE,0,1733040,
2,1,1,3519,3/5/2026,12:09:48,21,103,1/1/2000,0:00:00,0,0,0,0,0,E0,0,0,0,1,0,0,0,0,0,1/1/1989,0:00:00,0,0,0,0,0,E0,0,,FALSE,0,1046593,
2,1,1,3522,3/5/2026,12:10:05,20,0,3/5/2026,12:09:55,221028309,0,0,221028309,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,12:09:55,0,0,1,1,0,E22,0,,FALSE,0,1046594,
2,1,1,3526,3/5/2026,12:10:21,20,0,3/5/2026,12:10:11,221028310,0,0,221028310,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,12:10:11,0,0,1,1,0,E22,0,,FALSE,0,1046595,
2,4,1,1947,3/5/2026,12:10:38,20,0,3/5/2026,12:10:29,241069058,0,0,241069058,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,12:10:29,0,0,1,1,0,E24,0,,FALSE,0,1733042,
2,4,1,1955,3/5/2026,12:11:43,20,0,3/5/2026,12:11:40,241069059,0,0,241069059,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,12:11:40,0,0,1,0,0,E24,0,,FALSE,2,1733044,
2,4,1,1963,3/5/2026,12:11:57,20,0,3/5/2026,12:11:53,241069060,0,0,241069060,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,12:11:53,0,0,1,0,0,E24,0,,FALSE,2,1733046,
2,9,1,4508,3/5/2026,12:40:07,40,0,3/5/2026,11:26:57,241069048,225,0,241069048,0,E24,0,0,30,0,0,0,0,41,30,3/5/2026,12:59:57,0,1,1,0,225,E24,0,,FALSE,1,114308,
2,6,1,7575,3/5/2026,12:42:13,33,0,3/5/2026,11:28:16,221028302,225,0,221028302,0,E22,0,0,30,13,0,0,1,41,30,3/5/2026,11:28:16,0,0,0,1,225,A22,0,,FALSE,1,476465,
2,6,1,7577,3/5/2026,12:42:15,30,0,3/5/2026,11:28:16,221028302,225,0,221028302,0,E22,0,0,30,0,0,0,0,41,30,3/5/2026,11:28:16,0,0,0,0,225,A22,0,,FALSE,1,476465,
2,4,1,1970,3/5/2026,12:17:23,20,0,3/5/2026,12:17:12,241069061,0,0,241069061,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,12:17:12,0,0,1,1,0,E24,0,,FALSE,0,1733048,
2,1,1,3530,3/5/2026,12:17:52,20,0,3/5/2026,12:17:40,221028311,0,0,221028311,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,12:17:40,0,0,1,1,0,E22,0,,FALSE,0,1046596,
2,4,1,1977,3/5/2026,12:20:05,20,0,3/5/2026,12:19:55,241069062,0,0,241069062,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,12:19:55,0,0,1,1,0,E24,0,,FALSE,0,1733050,
2,1,1,3534,3/5/2026,12:22:22,20,0,3/5/2026,12:22:11,221028312,0,0,221028312,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,12:22:11,0,0,1,1,0,E22,0,,FALSE,0,1046597,
2,6,1,7497,3/5/2026,12:25:19,33,0,3/5/2026,11:53:32,221028307,150,0,221028307,0,E22,0,0,30,13,0,0,1,41,30,3/5/2026,11:53:32,0,0,0,1,150,A22,0,,FALSE,1,476459,
2,6,1,7499,3/5/2026,12:25:25,30,0,3/5/2026,11:53:32,221028307,150,0,221028307,0,E22,0,0,30,0,0,0,0,41,30,3/5/2026,11:53:32,0,0,0,0,150,A22,0,,FALSE,1,476459,
2,4,1,1726,3/5/2026,9:39:55,20,0,3/5/2026,9:39:46,241069027,0,0,241069027,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,9:39:46,0,0,1,1,0,E24,0,,FALSE,0,1732981,
2,4,1,1733,3/5/2026,9:40:20,20,0,3/5/2026,9:40:11,241069028,0,0,241069028,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,9:40:11,0,0,1,1,0,E24,0,,FALSE,0,1732983,
2,4,1,1740,3/5/2026,9:41:13,20,0,3/5/2026,9:41:04,241069029,0,0,241069029,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,9:41:04,0,0,1,1,0,E24,0,,FALSE,0,1732985,
2,4,1,1747,3/5/2026,9:41:26,20,0,3/5/2026,9:41:19,241069030,0,0,241069030,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,9:41:19,0,0,1,1,0,E24,0,,FALSE,0,1732987,
2,1,1,3366,3/5/2026,9:41:36,20,0,3/5/2026,9:41:26,221028274,0,0,221028274,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,9:41:26,0,0,1,1,0,E22,0,,FALSE,0,1046556,
2,1,1,3370,3/5/2026,9:42:20,20,0,3/5/2026,9:42:10,221028275,0,0,221028275,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,9:42:10,0,0,1,1,0,E22,0,,FALSE,0,1046557,
2,1,1,3374,3/5/2026,9:42:43,20,0,3/5/2026,9:42:32,221028276,0,0,221028276,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,9:42:32,0,0,1,1,0,E22,0,,FALSE,0,1046558,
2,1,1,2816,3/5/2026,5:41:52,20,0,3/5/2026,5:41:47,221028148,0,0,221028148,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,5:41:47,0,0,1,0,0,E22,0,,FALSE,2,1046429,
2,1,1,2821,3/5/2026,5:42:02,20,0,3/5/2026,5:41:56,221028149,0,0,221028149,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,5:41:56,0,0,1,0,0,E22,0,,FALSE,2,1046430,
2,1,1,2826,3/5/2026,5:42:19,20,0,3/5/2026,5:42:13,221028150,0,0,221028150,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,5:42:13,0,0,1,0,0,E22,0,,FALSE,2,1046431,
2,4,1,1093,3/5/2026,5:42:31,20,0,3/5/2026,5:42:26,241068940,0,0,241068940,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,5:42:26,0,0,1,0,0,E24,0,,FALSE,2,1732811,
2,4,1,1101,3/5/2026,5:43:23,20,0,3/5/2026,5:43:20,241068941,0,0,241068941,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,5:43:20,0,0,1,0,0,E24,0,,FALSE,2,1732813,
2,1,1,3064,3/5/2026,8:15:53,20,0,3/5/2026,8:15:44,221028203,0,0,221028203,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,8:15:44,0,0,1,1,0,E22,0,,FALSE,0,1046485,
2,4,1,1422,3/5/2026,8:17:39,20,0,3/5/2026,8:17:36,241068984,0,0,241068984,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,8:17:36,0,0,1,0,0,E24,0,,FALSE,2,1732897,
2,1,1,3069,3/5/2026,8:17:52,20,0,3/5/2026,8:17:48,221028204,0,0,221028204,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,8:17:48,0,0,1,0,0,E22,0,,FALSE,2,1046486,
2,1,1,3074,3/5/2026,8:18:07,20,0,3/5/2026,8:18:02,221028205,0,0,221028205,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,8:18:02,0,0,1,0,0,E22,0,,FALSE,2,1046487,
2,1,1,3060,3/5/2026,8:11:46,20,0,3/5/2026,8:11:38,221028202,0,0,221028202,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,8:11:38,0,0,1,1,0,E22,0,,FALSE,0,1046484,
2,6,1,6899,3/5/2026,8:11:51,30,0,3/5/2026,8:20:04,221028023,0,0,221028023,0,E22,0,0,30,0,0,0,0,41,30,3/5/2026,8:20:04,0,1,1,0,1550,E22,0,,FALSE,1,476413,
2,4,1,1540,3/5/2026,8:54:04,20,0,3/5/2026,8:53:57,241069001,0,0,241069001,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,8:53:57,0,0,1,1,0,E24,0,,FALSE,0,1732929,
2,1,1,3235,3/5/2026,8:54:10,20,0,3/5/2026,8:54:00,221028242,0,0,221028242,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,8:54:00,0,0,1,1,0,E22,0,,FALSE,0,1046524,
2,1,1,3239,3/5/2026,8:54:30,20,0,3/5/2026,8:54:20,221028243,0,0,221028243,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,8:54:20,0,0,1,1,0,E22,0,,FALSE,0,1046525,
2,1,1,3243,3/5/2026,8:54:59,20,0,3/5/2026,8:54:41,221028244,0,0,221028244,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,8:54:41,0,0,1,1,0,E22,0,,FALSE,0,1046526,
2,1,1,3247,3/5/2026,8:55:14,20,0,3/5/2026,8:55:06,221028245,0,0,221028245,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,8:55:06,0,0,1,1,0,E22,0,,FALSE,0,1046527,
2,1,1,3251,3/5/2026,8:56:46,20,0,3/5/2026,8:56:32,221028246,0,0,221028246,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,8:56:32,0,0,1,1,0,E22,0,,FALSE,0,1046528,
2,4,1,1109,3/5/2026,5:46:17,20,0,3/5/2026,5:46:13,241068942,0,0,241068942,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,5:46:13,0,0,1,0,0,E24,0,,FALSE,2,1732815,
2,4,1,1117,3/5/2026,5:47:41,20,0,3/5/2026,5:47:37,241068943,0,0,241068943,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,5:47:37,0,0,1,0,0,E24,0,,FALSE,2,1732817,
2,1,1,2831,3/5/2026,5:48:22,20,0,3/5/2026,5:48:17,221028151,0,0,221028151,0,E0,0,41,30,1,0,0,0,41,30,3/5/2026,5:48:17,0,0,1,0,0,E22,0,,FALSE,2,1046432,
2,1,1,2835,3/5/2026,5:50:22,20,0,3/5/2026,5:50:13,221028152,0,0,221028152,0,E0,0,41,30,0,0,0,1,41,30,3/5/2026,5:50:13,0,0,1,1,0,E22,0,,FALSE,0,1046433,
2,1,1,305,3/3/2026,8:01:18,21,30,1/1/2000,0:00:00,0,0,0,0,0,E0,0,0,0,1,0,0,0,0,0,1/1/1989,0:00:00,0,0,0,0,0,E0,0,,FALSE,0,1045856,
2,1,1,309,3/3/2026,8:01:36,20,0,3/3/2026,8:01:30,221027577,0,0,221027577,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,8:01:30,0,0,1,0,0,E22,0,,FALSE,2,1045857,
2,4,1,7324,3/3/2026,8:08:13,20,0,3/3/2026,8:08:10,241068430,0,0,241068430,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,8:08:10,0,0,1,0,0,E24,0,,FALSE,2,1731806,
2,4,1,7332,3/3/2026,8:10:51,20,0,3/3/2026,8:10:48,241068431,0,0,241068431,0,E0,0,41,30,1,0,0,0,41,30,3/3/2026,8:10:48,0,0,1,0,0,E24,0,,FALSE,2,1731808,
2,1,1,323,3/3/2026,8:11:52,20,0,3/3/2026,8:11:44,221027580,0,0,221027580,0,E0,0,41,30,0,0,0,1,41,30,3/3/2026,8:11:44,0,0,1,1,0,E22,0,,FALSE,0,1045860,
